ra,dec,SDSS_Objid,Prediction,Label
172.9401,55.59030151367188,1237657591931011262,0.069510214,Barred-NonRings
172.9452,45.63710021972656,1237661355930091617,0.0014748893,Barred-NonRings
172.946,5.675600051879883,1237654606405107839,0.037339486,Barred-NonRings
172.9489,25.02910041809082,1237667912199110764,0.00043868241,Barred-NonRings
172.9529,4.657100200653076,1237655125004189933,0.0039319657,Barred-NonRings
172.9541,21.57379913330078,1237667734503948440,0.0015143545,Barred-NonRings
172.9619,6.02269983291626,1237654606941978759,0.03553212,Barred-NonRings
172.9645,58.25090026855469,1237655106764603517,0.011971657,Barred-NonRings
172.9682,21.68549919128418,1237667782292996236,0.21754678,Barred-NonRings
172.9848,4.37559986114502,1237654604794495081,0.032295343,Barred-NonRings
172.9902,4.803899765014648,1237654605331365998,0.016703138,Barred-NonRings
172.9932,57.91949844360352,1237661354315153526,0.07920187,Barred-NonRings
172.998,33.20909881591797,1237665126928941137,0.008769972,Barred-NonRings
173.0061,52.433101654052734,1237657630062870739,0.16314374,Barred-NonRings
173.0081,18.340700149536133,1237668292300832953,0.0029385556,Barred-NonRings
173.012,32.862998962402344,1237665331458605061,0.3171451,Barred-NonRings
173.0156,67.78189849853516,1237651539784040602,0.07891791,Barred-NonRings
173.0177,24.6697998046875,1237667911662239923,0.00027164497,Barred-NonRings
173.0235,55.11050033569336,1237657591394140257,0.0014604491,Barred-NonRings
173.027,29.770999908447266,1237667254548168972,0.0023313065,Barred-NonRings
173.0402,26.9862003326416,1237667430107054219,0.017607713,Barred-NonRings
173.042,11.55270004272461,1237661811732840566,0.013934119,Barred-NonRings
173.046,9.763799667358398,1237660613975015527,0.0034317365,Barred-NonRings
173.0523,22.8794002532959,1237667736114692192,0.0024211442,Barred-NonRings
173.0602,-0.9175000190734864,1237648720153936056,0.00075913285,Barred-NonRings
173.0618,25.32859992980957,1237667551422185633,0.00016615454,Barred-NonRings
173.067,26.28510093688965,1237667322178568304,0.028761921,Barred-NonRings
173.0722,13.523900032043455,1237661068184387793,0.0008682937,Barred-NonRings
173.0729,65.26309967041016,1237651067351007376,0.12603715,Barred-NonRings
173.087,58.90850067138672,1237674473291513970,0.30801213,Barred-NonRings
173.0907,14.109100341796877,1237664289923399986,0.00070900016,Barred-NonRings
173.094,18.52890014648437,1237668292300832878,0.22572534,Barred-NonRings
173.0977,5.194200038909912,1237654605868302622,0.19282965,Barred-NonRings
173.1178,3.050299882888794,1237651754544201824,0.00014179239,Barred-NonRings
173.1219,55.89580154418945,1237657610727588156,0.050121702,Barred-NonRings
173.1309,-2.142899990081787,1237650371015803093,0.27203426,Barred-NonRings
173.1373,26.537399291992188,1237667429570248753,0.1659904,Barred-NonRings
173.1399,18.509300231933597,1237668292300898367,0.18820374,Barred-NonRings
173.147,33.51570129394531,1237665023827050659,0.00014233925,Barred-NonRings
173.154,1.8208999633789065,1237654029255508183,0.00061356224,Barred-NonRings
173.1541,5.293700218200684,1237654605868302571,0.24239326,Barred-NonRings
173.1592,24.46980094909668,1237667550348443882,0.10005168,Barred-NonRings
173.1602,12.488900184631348,1237661950249533542,0.09019795,Barred-NonRings
173.1659,26.54210090637207,1237667429570248784,0.0012010799,Barred-NonRings
173.1661,4.816999912261963,1237654605331431586,0.11384135,Barred-NonRings
173.173,5.808300018310547,1237655126614933584,0.018254526,Barred-NonRings
173.1798,16.261199951171875,1237668584360902844,0.01151827,Barred-NonRings
173.196,7.281599998474121,1237658423559585826,0.4474618,Barred-NonRings
173.2024,48.061500549316406,1237660637074423961,0.0045152097,Barred-NonRings
173.215,41.20640182495117,1237661966352515187,0.1071885,Barred-NonRings
173.218,5.727399826049805,1237654606405238906,0.10824282,Barred-NonRings
173.2212,67.48799896240234,1237651539247169674,0.004266437,Barred-NonRings
173.2349,27.43779945373535,1237667323789312119,0.48386976,Barred-NonRings
173.245,-1.8551000356674197,1237650762387619961,0.0015923628,Barred-NonRings
173.2469,15.128700256347656,1237661070332002436,0.00025626944,Barred-NonRings
173.2479,12.538299560546877,1237661950249533664,0.053695098,Barred-NonRings
173.258,14.399200439453123,1237661069258260658,0.0018012115,Barred-NonRings
173.262,1.7129000425338743,1237651752933654557,0.50470656,Barred-Rings
173.2629,22.305400848388672,1237667735577886898,0.14117356,Barred-NonRings
173.2668,56.738399505615234,1237661417128984685,0.023220696,Barred-NonRings
173.2689,23.539499282836918,1237667549274767457,0.06132316,Barred-NonRings
173.2749,6.780300140380859,1237658423022715012,0.052154172,Barred-NonRings
173.2775,57.89550018310547,1237661354315219108,0.027060738,Barred-NonRings
173.2818,67.58450317382812,1237651273509241023,0.0009941331,Barred-NonRings
173.2908,26.694799423217773,1237667322715570314,0.108555816,Barred-NonRings
173.294,30.83060073852539,1237665328774250560,0.00017121593,Barred-NonRings
173.295,66.54669952392578,1237651538173362342,0.0010944678,Barred-NonRings
173.298,45.41939926147461,1237661874010587323,0.0023266186,Barred-NonRings
173.3049,24.06220054626465,1237667549811638368,0.13493085,Barred-NonRings
173.3088,27.385099411010746,1237667430644056169,0.0025983935,Barred-NonRings
173.31,62.74140167236328,1237655370896375962,0.00018727957,Barred-NonRings
173.3128,24.13969993591309,1237667911125434541,0.049844403,Barred-NonRings
173.3154,59.28229904174805,1237674473828450382,0.5965639,Barred-Rings
173.316,16.97209930419922,1237668585434710162,0.00014561285,Barred-NonRings
173.323,42.02109909057617,1237661967426322502,0.0017292933,Barred-NonRings
173.3237,34.89780044555664,1237665129076621490,0.06905423,Barred-NonRings
173.3244,52.8661994934082,1237657630599872689,0.00094669,Barred-NonRings
173.3287,39.53799819946289,1237662225137336424,0.09947666,Barred-NonRings
173.3302,12.90410041809082,1237661950786470003,0.10860176,Barred-NonRings
173.3401,17.124300003051758,1237668585434775643,0.049664773,Barred-NonRings
173.347,-3.44379997253418,1237671129660653723,0.09222784,Barred-NonRings
173.3479,20.93589973449707,1237667781219385508,0.10437944,Barred-NonRings
173.348,-3.051800012588501,1237671142552961352,0.2860766,Barred-NonRings
173.3512,38.95759963989258,1237664667904770252,0.023849024,Barred-NonRings
173.359,17.356399536132812,1237668495780806722,0.020708956,Barred-NonRings
173.3617,22.470399856567383,1237667735577886776,0.072252974,Barred-NonRings
173.362,28.939599990844727,1237667253474492582,0.59076285,Barred-Rings
173.397,14.705300331115724,1237664290460401805,0.00015552033,Barred-NonRings
173.4001,26.486299514770508,1237667429570314395,0.0009532519,Barred-NonRings
173.4058,12.260199546813965,1237661812806779014,0.35783592,Barred-NonRings
173.4092,25.302400588989254,1237667551422316821,0.00031340003,Barred-NonRings
173.41,28.151599884033203,1237667431717863534,0.18813021,Barred-NonRings
173.413,14.365400314331056,1237661069258326189,0.00014520965,Barred-NonRings
173.4232,34.61709976196289,1237665128539816037,0.0047569154,Barred-NonRings
173.4246,56.94189834594727,1237657611801526297,0.016361501,Barred-NonRings
173.4381,51.82550048828125,1237657856608174233,0.0062136734,Barred-NonRings
173.441,56.405799865722656,1237657611264589995,0.10177307,Barred-NonRings
173.4419,20.12190055847168,1237668294448513141,0.0040945807,Barred-NonRings
173.443,-1.3914999961853027,1237650372089675939,0.00015726566,Barred-NonRings
173.4442,-3.390500068664551,1237671129660653808,0.004826212,Barred-NonRings
173.447,20.183000564575195,1237668294448513144,0.125989,Barred-NonRings
173.467,14.03030014038086,1237661068721455143,0.00018401006,Barred-NonRings
173.467,26.5221004486084,1237667429570314409,0.00076266483,Barred-NonRings
173.4731,43.32509994506836,1237661871326167144,0.4863511,Barred-NonRings
173.475,7.614799976348877,1237658424096588001,0.0024579347,Barred-NonRings
173.4844,49.33160018920898,1237658204508258401,0.25875062,Barred-NonRings
173.5008,65.38829803466797,1237651067351138414,0.23970369,Barred-NonRings
173.509,7.451300144195557,1237661971717423350,0.0005687488,Barred-NonRings
173.5157,43.58219909667969,1237661871863103675,0.00015287354,Barred-NonRings
173.5379,8.279999732971191,1237661972791230555,0.4352779,Barred-NonRings
173.54,21.61039924621582,1237667734504210570,0.0020480608,Barred-NonRings
173.5504,63.25490188598633,1237655371433312545,0.025100265,Barred-NonRings
173.5559,26.11199951171875,1237667429033509051,0.042440977,Barred-NonRings
173.5573,26.940000534057617,1237667430107250798,0.006264904,Barred-NonRings
173.5589,7.867199897766113,1237661972254359987,0.00073096575,Barred-NonRings
173.5662,24.908700942993164,1237667550885511360,0.006061448,Barred-NonRings
173.5808,17.070100784301758,1237668585434841211,0.07112557,Barred-NonRings
173.5872,26.645999908447266,1237667322715701366,0.021259233,Barred-NonRings
173.591,1.0216000080108645,1237674651536523349,0.00012964294,Barred-NonRings
173.598,8.315600395202637,1237661972791230603,0.17596617,Barred-NonRings
173.612,5.99399995803833,1237654606942241017,0.12576334,Barred-NonRings
173.613,54.08359909057617,1237658801498226815,0.14369138,Barred-NonRings
173.618,0.7541999816894531,1237648722301681822,0.0035509127,Barred-NonRings
173.621,55.33610153198242,1237658803108905047,0.00015478094,Barred-NonRings
173.6301,32.17919921875,1237665330385060007,0.1281774,Barred-NonRings
173.6401,24.59440040588379,1237667911662501915,0.08176238,Barred-NonRings
173.6422,42.61940002441406,1237662195596591230,0.029809026,Barred-NonRings
173.6479,1.73580002784729,1237651752933785789,0.18564947,Barred-NonRings
173.6512,25.847700119018555,1237667321641959573,0.1474007,Barred-NonRings
173.656,23.11090087890625,1237667783903936612,0.0709557,Barred-NonRings
173.6562,27.45050048828125,1237667430644187247,0.39422306,Barred-NonRings
173.662,6.578100204467773,1237661970643746961,0.013815809,Barred-NonRings
173.6668,12.378199577331545,1237661812806910065,0.12810402,Barred-NonRings
173.667,41.73780059814453,1237662194522849455,0.0258246,Barred-NonRings
173.6698,25.654199600219727,1237667448872894543,0.0039104973,Barred-NonRings
173.672,54.08940124511719,1237658801498226841,0.00015985414,Barred-NonRings
173.6738,47.262298583984375,1237660636000813127,0.002547337,Barred-NonRings
173.6778,31.716699600219727,1237665329848123599,0.0074085696,Barred-NonRings
173.6884,64.30750274658203,1237654399153995961,0.43095472,Barred-NonRings
173.6929,9.098299980163574,1237658491739766842,0.16741073,Barred-NonRings
173.7002,9.760600090026855,1237660613975277715,0.17797098,Barred-NonRings
173.7029,35.04119873046875,1237665129076752587,0.6309127,Barred-Rings
173.703,49.24169921875,1237658204508323944,0.0009812565,Barred-NonRings
173.721,51.09149932861328,1237657855534432338,0.013768366,Barred-NonRings
173.7232,66.79779815673828,1237651272435499211,0.0011080313,Barred-NonRings
173.7242,43.1702995300293,1237662196133527691,0.00048925023,Barred-NonRings
173.745,59.22880172729492,1237655107838607465,0.20255955,Barred-NonRings
173.7473,41.77220153808594,1237662194522849481,0.02771695,Barred-NonRings
173.752,25.393600463867188,1237667551422513281,0.0002062393,Barred-NonRings
173.7534,55.70759963989258,1237657591931273348,0.0007859456,Barred-NonRings
173.757,59.26380157470703,1237655107838607392,0.6026788,Barred-Rings
173.7631,31.49239921569824,1237665367972380864,0.5459163,Barred-Rings
173.7712,18.4325008392334,1237668292301160557,0.00015263335,Barred-NonRings
173.7843,57.4276008605957,1237661353778413668,0.066889755,Barred-NonRings
173.787,52.84989929199219,1237657630600003670,0.55606985,Barred-Rings
173.8008,8.182900428771973,1237658424633589875,0.5413908,Barred-Rings
173.811,55.71070098876953,1237657591931273445,0.1096487,Barred-NonRings
173.812,17.042699813842773,1237668585434906797,0.020789515,Barred-NonRings
173.8142,14.842599868774414,1237661069795328218,0.27566138,Barred-NonRings
173.8153,17.793699264526367,1237668496317874265,0.2932475,Barred-NonRings
173.817,18.27179908752441,1237668587045585033,0.3634684,Barred-NonRings
173.823,21.541099548339844,1237667734504341600,0.0044479063,Barred-NonRings
173.824,50.93379974365234,1237657855534432355,0.61320126,Barred-Rings
173.8271,51.5968017578125,1237657628989325430,0.04537021,Barred-NonRings
173.8289,2.0634000301361084,1237651753470722270,0.07035446,Barred-NonRings
173.8319,24.999399185180664,1237667550885642342,0.052521486,Barred-NonRings
173.832,42.3916015625,1237661967963390052,0.006224976,Barred-NonRings
173.8365,62.47740173339844,1237655465377071423,0.00024542166,Barred-NonRings
173.838,-2.2867000102996826,1237671142553354529,0.68921816,Barred-Rings
173.8633,36.61009979248047,1237664337715069045,0.0741273,Barred-NonRings
173.8667,9.904899597167969,1237658492813574299,0.5554023,Barred-Rings
173.8672,24.89080047607422,1237667550885642358,0.00088558794,Barred-NonRings
173.87,36.6255989074707,1237664337715134559,0.94999224,Barred-Rings
173.8769,49.18920135498047,1237658612519141606,0.084928796,Barred-NonRings
173.8788,49.24610137939453,1237658612519207030,0.023859106,Barred-NonRings
173.8938,27.321399688720703,1237667430644318319,0.0017308687,Barred-NonRings
173.8944,46.76390075683594,1237660635463942250,0.0035561386,Barred-NonRings
173.8979,8.180000305175781,1237658424633655478,0.0016960074,Barred-NonRings
173.9002,15.000900268554688,1237664290997469316,0.0005316171,Barred-NonRings
173.905,49.391300201416016,1237658204508389507,0.00014302279,Barred-NonRings
173.917,18.91340065002441,1237668292838096985,0.42613235,Barred-NonRings
173.9228,39.699100494384766,1237664668978774229,0.018833466,Barred-NonRings
173.9233,20.23080062866211,1237668294448709691,0.0026573464,Barred-NonRings
173.9288,8.503999710083008,1237658425170526274,0.00014502823,Barred-NonRings
173.934,41.83399963378906,1237662194522914954,0.25519893,Barred-NonRings
173.9356,49.53730010986328,1237658613056077906,0.069027446,Barred-NonRings
173.939,32.898399353027344,1237665331458932801,0.0057131727,Barred-NonRings
173.939,23.787399291992188,1237667910588825704,0.45067522,Barred-NonRings
173.9409,-2.763799905776977,1237671142016352533,0.9422529,Barred-Rings
173.9422,-2.0332999229431152,1237671142553485510,0.0011266039,Barred-NonRings
173.9429,35.97990036010742,1237664817673666819,0.0021375644,Barred-NonRings
173.9447,33.313201904296875,1237665126929268871,0.1940872,Barred-NonRings
173.9558,37.782501220703125,1237664819821215848,0.045319248,Barred-NonRings
173.9593,51.83639907836914,1237657856608305229,0.11671747,Barred-NonRings
173.961,63.96110153198242,1237654875358232662,0.007392268,Barred-NonRings
173.9617,35.99319839477539,1237664817673666824,0.00032260345,Barred-NonRings
173.965,64.79850006103516,1237654399690932414,0.255326,Barred-NonRings
173.9657,58.95429992675781,1237674473291710574,0.09716959,Barred-NonRings
173.9682,-2.4042999744415283,1237671129661177990,0.16878861,Barred-NonRings
173.9722,36.91059875488281,1237664818747473992,0.03422368,Barred-NonRings
173.9776,41.92359924316406,1237662194522914999,0.0034392574,Barred-NonRings
173.9811,21.758100509643555,1237667782293389428,0.001628241,Barred-NonRings
173.9968,36.08649826049805,1237664817673666655,0.34802645,Barred-NonRings
173.9981,21.61280059814453,1237667734504407232,0.00029971206,Barred-NonRings
174.007,16.399900436401367,1237668494707327184,0.033325624,Barred-NonRings
174.0103,57.42530059814453,1237657612338528442,0.0011300338,Barred-NonRings
174.0159,5.238999843597412,1237654605868695700,0.0153853595,Barred-NonRings
174.016,49.45059967041016,1237658204508389477,0.5564541,Barred-Rings
174.0166,54.70539855957031,1237658802035228834,0.1523493,Barred-NonRings
174.0182,4.836100101470947,1237654605331824817,0.16891424,Barred-NonRings
174.021,15.036499977111816,1237664290997534815,0.0052333353,Barred-NonRings
174.033,55.836700439453125,1237661351630864415,0.16228895,Barred-NonRings
174.0392,50.73979949951172,1237658206119133226,0.0014921728,Barred-NonRings
174.045,17.143999099731445,1237668585435037898,0.019142965,Barred-NonRings
174.0513,27.126100540161133,1237667323252768859,0.16691802,Barred-NonRings
174.0531,39.46580123901367,1237664668441903218,0.14434944,Barred-NonRings
174.0538,7.215400218963623,1237658423559913745,0.2106968,Barred-NonRings
174.0542,9.380599975585938,1237660613438603386,0.27746263,Barred-NonRings
174.069,54.53060150146485,1237658802035228777,0.03609434,Barred-NonRings
174.0776,54.80649948120117,1237657590857531625,0.03748627,Barred-NonRings
174.083,-0.3862999975681305,1237674649926107278,0.07558589,Barred-NonRings
174.0964,44.00809860229492,1237661850392264768,0.000109976776,Barred-NonRings
174.0971,27.159299850463867,1237667323252768868,0.09013875,Barred-NonRings
174.1052,-2.94379997253418,1237671129124110611,0.000106362204,Barred-NonRings
174.1058,11.244099617004396,1237661948639248583,0.08419803,Barred-NonRings
174.1059,-0.9912999868392944,1237648720154394900,0.0485952,Barred-NonRings
174.112,60.94570159912109,1237653616400269537,0.09014785,Barred-NonRings
174.1203,57.74980163574219,1237657612875464794,0.007192968,Barred-NonRings
174.125,44.135398864746094,1237661872400171176,0.20029917,Barred-NonRings
174.1382,9.297699928283691,1237660613438603466,0.0012997636,Barred-NonRings
174.145,24.928600311279297,1237667550885773403,0.00038313674,Barred-NonRings
174.1617,49.46860122680664,1237658204508455144,0.087566845,Barred-NonRings
174.1709,22.616100311279297,1237667783367262277,0.0009972374,Barred-NonRings
174.178,26.727100372314453,1237667322715898036,0.008609289,Barred-NonRings
174.187,31.49959945678711,1237665367972577386,0.030430278,Barred-NonRings
174.1883,42.05690002441406,1237661967426650249,0.000498905,Barred-NonRings
174.2122,30.49570083618164,1237667212672827500,0.337176,Barred-NonRings
174.2137,49.33290100097656,1237658204508455151,0.009823625,Barred-NonRings
174.2279,-1.48989999294281,1237671142553747745,0.036023635,Barred-NonRings
174.232,33.28260040283203,1237665126929400021,0.00036105217,Barred-NonRings
174.2432,8.281800270080566,1237661972791492799,0.047256604,Barred-NonRings
174.2451,28.548200607299805,1237667252937949267,0.037146725,Barred-NonRings
174.2469,-1.874699950218201,1237671129661440089,0.00025900878,Barred-NonRings
174.2496,48.3828010559082,1237658611445465349,0.00029779432,Barred-NonRings
174.2542,45.47079849243164,1237661874010914893,0.00020510975,Barred-NonRings
174.2629,10.907400131225586,1237660615586152608,0.018184192,Barred-NonRings
174.2759,33.06100082397461,1237665331459063871,0.000899341,Barred-NonRings
174.2888,14.256099700927734,1237664289923858606,0.038843703,Barred-NonRings
174.2991,-3.2528998851776123,1237671141479350531,0.78982186,Barred-Rings
174.3027,36.88600158691406,1237664818747605089,0.045128573,Barred-NonRings
174.3068,8.00629997253418,1237658424633786601,0.0024748999,Barred-NonRings
174.3206,51.042999267578125,1237657855534563617,0.00017424917,Barred-NonRings
174.3369,-1.4163000583648682,1237671142553813197,0.59784704,Barred-Rings
174.3378,52.48820114135742,1237657630063263973,0.0004650182,Barred-NonRings
174.3437,32.44540023803711,1237665369046384730,0.0014571111,Barred-NonRings
174.3472,13.07409954071045,1237661950786928763,0.88820595,Barred-Rings
174.3492,18.35449981689453,1237668587045781647,0.19033359,Barred-NonRings
174.352,-3.2177999019622803,1237671141479415991,0.0003307822,Barred-NonRings
174.3606,52.78279876708984,1237657857682178161,0.008050978,Barred-NonRings
174.3609,34.17290115356445,1237665128003207272,0.02909364,Barred-NonRings
174.3628,14.01509952545166,1237661068721848492,0.0068190736,Barred-NonRings
174.3646,65.8416976928711,1237651067888140455,0.00057082257,Barred-NonRings
174.365,59.393798828125,1237674473828712585,0.27403754,Barred-NonRings
174.3663,47.807899475097656,1237660636537880674,0.21088372,Barred-NonRings
174.367,66.54109954833984,1237651538173558916,0.7789218,Barred-Rings
174.37,42.300201416015625,1237662195059982436,0.110103294,Barred-NonRings
174.3778,17.10890007019043,1237668585435168892,0.021919183,Barred-NonRings
174.3918,9.718500137329102,1237660613975605427,0.00196724,Barred-NonRings
174.3949,57.11449813842773,1237661353241673876,0.1577217,Barred-NonRings
174.3968,17.212099075317383,1237668585435168937,0.0005475834,Barred-NonRings
174.4033,31.069799423217773,1237665367435772071,0.12550405,Barred-NonRings
174.4057,63.54940032958984,1237654398080319589,0.50942624,Barred-Rings
174.4131,45.72060012817383,1237661852539945154,0.037580445,Barred-NonRings
174.4264,67.70220184326172,1237651273509437515,0.032398596,Barred-NonRings
174.4321,-3.265899896621704,1237671128587174169,0.00076056697,Barred-NonRings
174.4328,55.63790130615234,1237657591931404439,0.09494786,Barred-NonRings
174.4332,60.80950164794922,1237674475439390903,0.06280683,Barred-NonRings
174.4419,54.83369827270508,1237657590857597176,0.13592723,Barred-NonRings
174.4438,39.138301849365234,1237662224600793252,0.018179748,Barred-NonRings
174.449,23.65089988708496,1237667549275226194,0.13599084,Barred-NonRings
174.4495,59.74209976196289,1237655108375675017,0.0013411599,Barred-NonRings
174.4669,7.169400215148926,1237658423560110287,0.014116208,Barred-NonRings
174.4747,59.64149856567383,1237655108375675076,0.0006731568,Barred-NonRings
174.4771,46.19070053100586,1237661356467486795,0.00013675126,Barred-NonRings
174.4798,49.480899810791016,1237658204508520660,0.00014904668,Barred-NonRings
174.4839,9.934800148010254,1237658492813836396,0.17173646,Barred-NonRings
174.4903,-0.3012000024318695,1237674649926303909,0.108759195,Barred-NonRings
174.4991,27.366100311279297,1237667430644515016,0.17331113,Barred-NonRings
174.5008,1.460199952125549,1237654028719227323,0.00025178454,Barred-NonRings
174.5217,63.70869827270508,1237651065203720354,0.101501,Barred-NonRings
174.525,55.32939910888672,1237657591394533440,0.060408022,Barred-NonRings
174.5281,13.841099739074709,1237664289387118803,0.0001405723,Barred-NonRings
174.53,22.941699981689453,1237667736115281998,0.00025902508,Barred-NonRings
174.533,15.49020004272461,1237664291534602373,0.00232384,Barred-NonRings
174.5359,41.71760177612305,1237661966889844923,0.00020299065,Barred-NonRings
174.5408,-0.8809000253677368,1237671142554075271,0.17414403,Barred-NonRings
174.5641,44.25400161743164,1237661872400302260,0.5728662,Barred-Rings
174.5696,44.31489944458008,1237661850929266904,0.00016514887,Barred-NonRings
174.5779,54.05080032348633,1237657589783855199,0.0022005811,Barred-NonRings
174.5793,32.10639953613281,1237665330385387571,0.13650694,Barred-NonRings
174.5839,14.33489990234375,1237664289923989666,0.059002824,Barred-NonRings
174.587,68.37699890136719,1237651540321173718,0.14731237,Barred-NonRings
174.5879,27.821800231933597,1237667431181451343,0.28989127,Barred-NonRings
174.5901,42.96179962158203,1237661968500523213,0.1165703,Barred-NonRings
174.604,54.80720138549805,1237657590857662552,0.6488496,Barred-Rings
174.614,13.126299858093262,1237661950786994379,0.0006831097,Barred-NonRings
174.615,30.107200622558597,1237667212136087712,0.062157992,Barred-NonRings
174.6183,44.028099060058594,1237661850392395964,0.00014711286,Barred-NonRings
174.619,11.489999771118164,1237661811733561535,0.12667915,Barred-NonRings
174.63,56.44160079956055,1237657611264852099,0.14699359,Barred-NonRings
174.646,21.69610023498535,1237667734504669317,0.00630383,Barred-NonRings
174.652,35.98550033569336,1237664336641589494,0.00021144336,Barred-NonRings
174.6588,44.68600082397461,1237661872937238649,0.28055862,Barred-NonRings
174.6716,47.61830139160156,1237661358078230645,0.006234927,Barred-NonRings
174.6729,14.4306001663208,1237661069258850393,0.0017560591,Barred-NonRings
174.6817,24.081899642944336,1237667549812162744,0.0019331467,Barred-NonRings
174.683,19.534299850463867,1237667915416076427,0.002301254,Barred-NonRings
174.6868,19.356199264526367,1237668293375295636,0.017524058,Barred-NonRings
174.6903,25.25,1237667912199766105,0.020669576,Barred-NonRings
174.6968,54.99319839477539,1237658802572296399,0.20540106,Barred-NonRings
174.706,57.53189849853516,1237661353778610363,0.44621223,Barred-NonRings
174.708,66.93800354003906,1237651272435695703,0.9080097,Barred-Rings
174.712,31.9197998046875,1237665368509644832,0.09782703,Barred-NonRings
174.72,19.28840065002441,1237668293375295672,0.0020375678,Barred-NonRings
174.7269,47.4734001159668,1237661358078230779,0.0003151895,Barred-NonRings
174.7323,38.64780044555664,1237664667368358034,0.0027880536,Barred-NonRings
174.7411,27.109100341796875,1237667442967118022,0.0076173996,Barred-NonRings
174.752,25.25069999694824,1237667912199831673,0.0015995465,Barred-NonRings
174.7585,64.97560119628906,1237651066814464133,0.072349034,Barred-NonRings
174.76,26.30419921875,1237667322179223719,0.20860137,Barred-NonRings
174.7632,10.81779956817627,1237658493887709353,0.16924493,Barred-NonRings
174.7643,51.899600982666016,1237657856608501844,0.40822345,Barred-NonRings
174.7702,56.72579956054688,1237661352704868469,0.00055300025,Barred-NonRings
174.7719,32.15290069580078,1237665330385453186,0.12673844,Barred-NonRings
174.772,55.8025016784668,1237657591931470079,0.14701332,Barred-NonRings
174.78,17.125099182128906,1237668585435365532,0.0034747433,Barred-NonRings
174.789,55.61959838867188,1237658803109232754,0.2975093,Barred-NonRings
174.796,39.33390045166016,1237662224600924280,0.21865931,Barred-NonRings
174.7991,22.94409942626953,1237667736115347622,0.05571126,Barred-NonRings
174.8064,55.495601654052734,1237658803109232744,0.11648367,Barred-NonRings
174.8132,10.11180019378662,1237660614512672979,0.003505795,Barred-NonRings
174.8182,9.31779956817627,1237660613438931051,0.1115564,Barred-NonRings
174.8219,30.736799240112305,1237667255622631501,0.017357308,Barred-NonRings
174.822,67.03890228271484,1237651538710560875,0.5853314,Barred-Rings
174.8232,10.759400367736816,1237658493887709388,0.65320396,Barred-Rings
174.828,55.61360168457031,1237658803109232770,0.00015005101,Barred-NonRings
174.83,64.0239028930664,1237654875358429293,0.35395628,Barred-NonRings
174.8329,27.21929931640625,1237667323253031094,3.4430937e-05,Barred-NonRings
174.8348,1.2759000062942505,1237651752397439270,0.0057111313,Barred-NonRings
174.837,32.779300689697266,1237665369583452346,0.00022321302,Barred-NonRings
174.8389,-2.2904999256134038,1237671141479809316,0.29469207,Barred-NonRings
174.8402,57.63909912109375,1237661353778675855,0.00014413214,Barred-NonRings
174.8412,-3.538599967956543,1237671128050303159,0.48425236,Barred-NonRings
174.8428,57.95589828491211,1237661354315546849,0.0005393501,Barred-NonRings
174.844,64.80359649658203,1237654399691128853,0.000995266,Barred-NonRings
174.8542,17.3971004486084,1237668495781396622,0.09949397,Barred-NonRings
174.8634,67.77459716796875,1237651273509503139,0.68700856,Barred-Rings
174.8717,42.292701721191406,1237662195060113562,0.00014886686,Barred-NonRings
174.8738,37.51150131225586,1237664338789204079,0.042209838,Barred-NonRings
174.88,7.763100147247314,1237658424097177712,0.62492734,Barred-Rings
174.8802,1.337499976158142,1237651752397439287,0.0009772885,Barred-NonRings
174.8917,24.887500762939453,1237667447799611534,0.15336557,Barred-NonRings
174.9031,22.43560028076172,1237667735578542155,0.029843135,Barred-NonRings
174.9042,-1.2591999769210815,1237671142017138904,0.10464909,Barred-NonRings
174.9123,15.449999809265137,1237664291534799009,0.14203817,Barred-NonRings
174.9168,39.82070159912109,1237664668979101885,0.48081753,Barred-NonRings
174.918,25.444299697875977,1237667448336482517,0.00016598543,Barred-NonRings
174.9208,23.485300064086918,1237667910052348170,0.0006422514,Barred-NonRings
174.934,64.54900360107422,1237651066277593241,0.15662691,Barred-NonRings
174.9341,12.370200157165527,1237661812807434352,0.034729254,Barred-NonRings
174.9378,26.86720085144043,1237667322716225601,0.08005616,Barred-NonRings
174.9378,0.979200005531311,1237674651537113184,0.3327526,Barred-NonRings
174.9444,64.58360290527344,1237651066277593253,0.7312279,Barred-Rings
174.9678,10.24180030822754,1237660614512738404,0.0006622517,Barred-NonRings
174.9749,28.471399307250977,1237667209988669571,0.00085002277,Barred-NonRings
174.9946,53.87860107421875,1237658800961683626,0.48127136,Barred-NonRings
174.9977,9.719900131225586,1237660613975867526,0.047510795,Barred-NonRings
175.0057,53.87289810180664,1237658800961683639,0.67963654,Barred-Rings
175.0097,27.085599899291992,1237667442967183620,0.08053475,Barred-NonRings
175.0142,45.76599884033203,1237661852540141680,0.2798589,Barred-NonRings
175.0169,32.51789855957031,1237665369046646957,0.19161284,Barred-NonRings
175.023,48.0713996887207,1237661358615232610,0.15473284,Barred-NonRings
175.0232,5.545400142669678,1237655126078849203,0.028053679,Barred-NonRings
175.0332,28.54050064086914,1237667209988735219,0.00024849697,Barred-NonRings
175.035,-3.4565999507904053,1237671140405674060,0.5384574,Barred-Rings
175.0401,30.00550079345703,1237667254548889693,0.32227868,Barred-NonRings
175.045,50.298301696777344,1237658205582459023,0.36053944,Barred-NonRings
